Product Type,Quantity,Cost of Goods Sold,Net Sales,Gross Profit
life,7,10.57,35.88,25.31
beauty,24,187.14,212.45,25.31
life,4,54.6,79.91,25.31
beauty,60,543.6,568.89,25.29
beauty,8,45.76,71.03,25.27
beauty,3,51,76.27,25.27
beauty,5,78.5,103.7,25.2
beauty,19,114,139.19,25.19
life,2,32,57.18,25.18
maternal,3,83.8,108.97,25.17
maternal,5,53.06,78.22,25.16
life,5,29.8,54.95,25.15
life,9,11.79,36.92,25.13
beauty,3,19.86,44.94,25.08
appliances,4,131.2,156.28,25.08
life,20,15,40.08,25.08
beauty,4,72,97.07,25.07
beauty,8,100,125.06,25.06
life,3,54,79.03,25.03
life,2,14.64,39.66,25.02
beauty,3,305,329.99,24.99
beauty,2,38,62.98,24.98
life,2,53,77.98,24.98
beauty,12,30,54.97,24.97
life,15,16.65,41.61,24.96
beauty,3,45,69.91,24.91
appliances,2,73.5,98.3,24.8
life,6,20.94,45.72,24.78
beauty,27,277.72,302.48,24.76
beauty,17,217.05,241.75,24.7
maternal,3,59.4,84.07,24.67
beauty,4,198.55,223.21,24.66
beauty,10,51,75.63,24.63
beauty,1,92.4,117,24.6
beauty,4,76.8,101.36,24.56
maternal,7,63,87.51,24.51
life,5,13.85,38.35,24.5
life,14,186.44,210.93,24.49
life,27,13.23,37.71,24.48
beauty,1,44.52,68.99,24.47
beauty,1,60.12,84.59,24.47
appliances,1,75,99.45,24.45
beauty,12,144,168.41,24.41
beauty,3,41.58,65.97,24.39
life,4,20.44,44.83,24.39
beauty,8,38.33,62.72,24.39
snacks,86,368,392.37,24.37
life,4,190.64,215,24.36
life,10,12.61,36.94,24.33
snacks,18,78,102.25,24.25
beauty,4,183.2,207.39,24.19
beauty,5,35,59.18,24.18
beauty,6,114.75,138.9,24.15
life,21,26.46,50.59,24.13
snacks,42,63,87.11,24.11
beauty,8,233.28,257.35,24.07
beauty,8,37.52,61.52,24
appliances,3,0,23.97,23.97
beauty,3,105,128.97,23.97
beauty,3,54,77.97,23.97
beauty,4,56,79.96,23.96
beauty,5,77.5,101.43,23.93
snacks,23,94.95,118.82,23.93
life,17,61.4,85.25,23.85
beauty,17,1815.41,1839.26,23.85
life,12,12,35.83,23.83
beauty,25,361.44,385.27,23.83
snacks,20,46,69.8,23.8
appliances,2,46.2,69.98,23.78
snacks,26,47,70.77,23.77
beauty,7,117.68,141.45,23.77
life,3,43.26,66.95,23.69
life,3,24.48,48.06,23.58
life,2,16.4,39.98,23.58
beauty,2,122.4,145.97,23.57
life,4,36.4,59.96,23.56
beauty,2,63.86,87.38,23.52
life,6,13.68,37.18,23.5
beauty,6,183.35,206.8,23.48
beauty,4,49.68,73.15,23.47
snacks,24,47.28,70.74,23.46
beauty,4,74,97.46,23.46
beauty,5,50,73.46,23.46
snacks,65,97.5,120.95,23.45
life,2,34.86,58.31,23.45
life,2,16.32,39.77,23.45
snacks,94,94,117.42,23.42
beauty,5,99,122.42,23.42
beauty,5,99,122.41,23.41
beauty,27,56.7,80.1,23.4
beauty,3,84.6,107.97,23.37
life,6,14.28,37.63,23.35
life,20,28.4,51.75,23.35
snacks,19,66.5,89.84,23.34
life,15,8.85,32.19,23.34
appliances,116,9289.18,9312.52,23.33
beauty,7,52.5,75.83,23.33
life,4,127.76,151.06,23.3
life,6,15,38.3,23.3
life,9,54,77.24,23.24
beauty,4,52.8,75.96,23.16
life,17,12.92,36.08,23.16
life,27,28.08,51.22,23.14
beauty,14,109.9,133.03,23.13
life,20,60,83.11,23.11
snacks,12,45.6,68.69,23.09
snacks,3,46.56,69.57,23.01
beauty,3,155.94,178.95,23.01
beauty,1,40,62.99,22.99
beauty,5,78,100.97,22.97
beauty,4,54,76.95,22.95
life,2,41.04,63.98,22.94
beauty,108,918,940.93,22.93
snacks,40,40,62.89,22.89
beauty,15,181.2,204.06,22.86
life,24,49.92,72.74,22.82
life,6,9.84,32.62,22.78
snacks,20,46,68.78,22.78
beauty,3,16.2,38.97,22.77
beauty,4,47.52,70.27,22.75
beauty,39,470.21,492.94,22.73
snacks,59,88.5,111.19,22.69
life,6,14.34,37.02,22.68
life,11,11.44,34.06,22.62
maternal,2,64.78,87.38,22.6
life,1,7.41,29.99,22.58
beauty,7,33.81,56.33,22.52
maternal,8,125.23,147.67,22.44
life,23,38.41,60.85,22.44
appliances,3,397.53,419.95,22.42
maternal,17,138.5,160.87,22.37
life,2,109.62,131.98,22.36
appliances,3,22.59,44.94,22.35
beauty,24,384,406.34,22.34
beauty,16,246.7,269.02,22.32
life,4,104.56,126.88,22.32
beauty,3,48.3,70.6,22.3
beauty,12,103.75,126,22.25
beauty,3,19.86,42.1,22.24
maternal,11,204.69,226.92,22.23
life,4,13.32,35.52,22.2
life,4,10.92,33.11,22.19
life,13,14.6,36.77,22.17
beauty,6,37.8,59.94,22.14
life,3,10.86,32.97,22.11
maternal,2,53.92,75.98,22.06
life,5,10.9,32.95,22.05
beauty,4,54.32,76.36,22.04
beauty,4,88.8,110.83,22.03
beauty,3,42,64,22
beauty,2,56,77.99,21.99
beauty,6,84,105.98,21.98
beauty,3,56.4,78.37,21.97
beauty,4,54,75.96,21.96
snacks,12,66,87.94,21.94
beauty,2,38.04,59.98,21.94
beauty,7,136,157.94,21.94
life,16,20.1,42.02,21.92
life,9,12.06,33.96,21.9
beauty,4,60,81.86,21.86
beauty,9,81,102.86,21.86
maternal,5,50.2,72.05,21.85
life,17,12.24,34.08,21.84
beauty,4,42.66,64.47,21.81
life,5,33.18,54.95,21.77
life,6,42,63.75,21.75
beauty,5,60,81.72,21.72
snacks,101,151.5,173.22,21.72
snacks,120,371.2,392.9,21.7
maternal,3,27.6,49.27,21.67
maternal,18,130.57,152.22,21.65
beauty,18,31.68,53.31,21.63
beauty,20,126,147.62,21.62
beauty,3,48,69.61,21.61
snacks,118,118,139.58,21.58
beauty,16,174.6,196.16,21.56
appliances,2,44.94,66.49,21.55
snacks,26,117,138.53,21.53
life,3,12.57,34.07,21.5
life,5,13.45,34.95,21.5
appliances,5,11.4,32.85,21.45
life,3,11.55,32.97,21.42
beauty,3,54,75.38,21.38
snacks,277,332.4,353.78,21.38
life,1,12.66,34,21.34
beauty,5,51,72.27,21.27
appliances,4,18.4,39.66,21.26
beauty,67,60.23,81.48,21.25
life,12,14.04,35.28,21.24
life,8,41.2,62.4,21.2
beauty,2,62.4,83.58,21.18
life,4,56.4,77.57,21.17
beauty,6,37.8,58.94,21.14
beauty,3,71.85,92.97,21.12
life,7,15.82,36.93,21.11
beauty,4,32,53.05,21.05
beauty,4,32,53.05,21.05
beauty,4,53.28,74.32,21.04
life,27,49.41,70.41,21
life,3,18,38.97,20.97
beauty,3,54,74.97,20.97
life,5,42,62.96,20.96
beauty,4,55,75.96,20.96
life,3,130.68,151.64,20.96
beauty,6,58.8,79.75,20.95
beauty,6,66,86.95,20.95
beauty,3,54,74.94,20.94
beauty,6,69,89.94,20.94
life,7,2.7,23.64,20.94
beauty,1,29.46,50.39,20.93
life,9,11.83,32.76,20.93
life,6,19.8,40.72,20.92
beauty,2,85.06,105.98,20.92
life,11,11.77,32.65,20.88
beauty,5,37.87,58.75,20.88
life,4,9.2,30.07,20.87
life,3,13.26,34.11,20.85
beauty,8,48.26,69.11,20.85
life,2,70.16,90.99,20.83
beauty,2,80.36,101.19,20.83
beauty,3,67.5,88.32,20.82
life,2,46.2,66.99,20.79
life,11,10.89,31.67,20.78
snacks,24,45.6,66.36,20.76
life,4,62.8,83.56,20.76
life,6,14.76,35.45,20.69
life,20,14.51,35.1,20.59
maternal,8,53.76,74.35,20.59
beauty,58,711.88,732.47,20.59
life,2,19.44,39.98,20.54
beauty,1,37,57.53,20.53
snacks,59,59,79.53,20.53
beauty,2,36.52,56.98,20.46
beauty,4,49.8,70.26,20.46
life,5,37.7,58.15,20.45
beauty,4,167.08,187.52,20.44
beauty,96,1152,1172.43,20.43
appliances,1,12.6,32.99,20.39
maternal,3,116.91,137.3,20.39
beauty,5,99,119.38,20.38
life,2,33.6,53.98,20.38
beauty,2,53.59,73.96,20.37
maternal,5,50.2,70.55,20.35
beauty,2,31.68,51.98,20.3
beauty,3,59.41,79.68,20.27
beauty,20,364.5,384.75,20.25
life,1,49.41,69.64,20.23
maternal,39,181.26,201.47,20.21
maternal,11,113.13,133.34,20.21
beauty,36,661.52,681.69,20.21
snacks,24,91.2,111.39,20.19
maternal,10,141.2,161.37,20.17
beauty,56,393.05,413.19,20.14
beauty,3,39.84,59.97,20.13
life,12,12.6,32.72,20.12
beauty,2,60.07,80.19,20.12
snacks,7,34.23,54.35,20.12
appliances,13,31.46,51.56,20.1
beauty,3,41.4,61.47,20.07
beauty,9,86.4,106.47,20.07
beauty,4,92.13,112.2,20.07
beauty,3,32.13,52.17,20.04
life,3,84.78,104.79,20.01
beauty,4,57.96,77.97,20.01
life,2,45.98,65.98,20
life,5,12.96,32.95,19.99
life,2,50,69.98,19.98
beauty,2,32,51.98,19.98
simple,2,0,19.98,19.98
beauty,2,66,85.98,19.98
maternal,9,146.55,166.52,19.97
beauty,4,36,55.96,19.96
beauty,2,46.6,66.48,19.88
snacks,12,54,73.87,19.87
life,9,13.33,33.18,19.86
beauty,4,36.32,56.15,19.83
beauty,8,300.57,320.4,19.83
life,20,11.5,31.32,19.82
life,2,6.16,25.98,19.82
beauty,4,50.36,70.16,19.8
appliances,3,14,33.77,19.77
maternal,11,109.34,129.09,19.75
beauty,6,210,229.72,19.72
snacks,87,113,132.7,19.7
beauty,5,51.2,70.89,19.69
beauty,4,54.4,74.07,19.67
life,6,41.02,60.68,19.66
life,4,9.92,29.57,19.65
beauty,8,226.54,246.18,19.64
beauty,5,162,181.62,19.62
beauty,6,72.6,92.21,19.61
beauty,4,36.56,56.15,19.59
life,6,12.9,32.48,19.58
life,2,65.1,84.66,19.56
life,1,20.43,39.99,19.56
beauty,12,67.5,87.05,19.55
snacks,29,174,193.55,19.55
snacks,24,91.2,110.71,19.51
life,13,14.3,33.81,19.51
appliances,39,0,19.5,19.5
appliances,1,10.49,29.99,19.5
life,22,164.78,184.28,19.5
life,1,10.51,29.99,19.48
beauty,23,368,387.47,19.47
beauty,3,112.5,131.96,19.46
beauty,6,71.94,91.4,19.46
beauty,2,30,49.36,19.36
snacks,103,192.12,211.46,19.34
life,1,35.7,54.99,19.29
life,4,20.6,39.88,19.28
maternal,2,80,99.28,19.28
beauty,8,38.4,57.67,19.27
snacks,26,59.8,79.02,19.22
life,5,17.65,36.86,19.21
beauty,2,53,72.18,19.18
beauty,2,9.8,28.98,19.18
life,2,12.16,31.33,19.17
beauty,4,40.8,59.96,19.16
life,24,18.72,37.87,19.15
beauty,3,59.97,79.12,19.15
snacks,16,48,67.14,19.14
beauty,7,98,117.11,19.11
life,2,34.88,53.98,19.1
beauty,5,35.56,54.65,19.09
life,2,87.12,106.19,19.07
beauty,16,110.26,129.27,19.01
beauty,1,27,45.99,18.99
life,5,7.91,26.9,18.99
life,1,11.01,29.99,18.98
life,6,9.6,28.57,18.97
beauty,8,134.4,153.35,18.95
life,19,9.58,28.51,18.93
life,6,69.3,88.18,18.88
beauty,7,41.93,60.79,18.86
snacks,22,50.6,69.42,18.82
beauty,4,52.65,71.46,18.81
life,5,11.75,30.55,18.8
snacks,182,509.6,528.39,18.79
beauty,3,75,93.79,18.79
beauty,7,92.4,111.18,18.78
snacks,43,163.4,182.17,18.77
beauty,2,36.32,55.08,18.76
beauty,2,58.74,77.47,18.73
life,30,24.6,43.3,18.7
life,16,13.44,32.1,18.66
life,14,9.8,28.44,18.64
beauty,4,38.72,57.32,18.6
beauty,12,92.04,110.64,18.6
life,2,83.8,102.38,18.58
life,6,7.38,25.94,18.56
snacks,10,46.2,64.76,18.56
maternal,7,41.93,60.44,18.54
beauty,4,36.08,54.56,18.48
beauty,3,35.49,53.97,18.48
beauty,7,78.4,96.84,18.44
snacks,28,126,144.44,18.44
life,10,9.1,27.51,18.41
snacks,92,138,156.38,18.38
beauty,2,21.6,39.98,18.38
beauty,8,86.4,104.78,18.38
beauty,2,40.6,58.98,18.38
life,5,102.3,120.67,18.37
life,8,19.76,38.1,18.34
life,20,13.2,31.44,18.24
beauty,27,432,450.23,18.23
life,4,84,102.22,18.22
beauty,9,108.6,126.78,18.18
life,2,11.82,29.98,18.16
snacks,40,92,110.16,18.16
snacks,58,87,105.1,18.1
beauty,16,75.68,93.77,18.09
maternal,4,43.67,61.75,18.08
snacks,17,74,92.06,18.06
life,2,73.36,91.42,18.06
snacks,11,67.1,85.13,18.03
life,7,9.1,27.13,18.03
beauty,3,29.97,47.97,18
life,9,6.84,24.84,18
maternal,4,28,45.99,17.99
appliances,1,42,59.98,17.98
beauty,3,21,38.97,17.97
beauty,4,50,67.96,17.96
beauty,8,80.1,98.06,17.96
beauty,3,63,80.94,17.94
life,6,30,47.94,17.94
life,7,10.5,28.43,17.93
beauty,20,228,245.92,17.92
beauty,4,60,77.92,17.92
beauty,9,36,53.91,17.91
snacks,8,29.44,47.32,17.88
beauty,5,47.43,65.3,17.87
life,8,46.08,63.92,17.84
beauty,1,32.19,49.99,17.8
life,3,11.25,29.05,17.8
beauty,2,44,61.78,17.78
beauty,7,24.5,42.24,17.74
beauty,2,11.25,28.98,17.73
beauty,6,33.6,51.32,17.72
appliances,6,0,17.7,17.7
snacks,13,36,53.68,17.68
maternal,2,48.3,65.98,17.68
snacks,46,93.34,110.95,17.61
snacks,132,462,479.61,17.61
beauty,2,32.4,49.98,17.58
beauty,6,29.4,46.96,17.56
beauty,6,78,95.54,17.54
beauty,7,344.47,362,17.53
snacks,81,186.3,203.8,17.5
beauty,8,37.84,55.34,17.5
snacks,37,74,91.49,17.49
beauty,1,42.14,59.61,17.47
snacks,61,183,200.44,17.44
life,4,92,109.44,17.44
life,11,11.22,28.65,17.43
snacks,24,48,65.42,17.42
snacks,23,34.5,51.92,17.42
life,10,14.5,31.92,17.42
beauty,12,93.6,111,17.4
beauty,1,39.6,56.99,17.39
life,2,28.6,45.98,17.38
life,5,9.05,26.43,17.38
life,6,11.88,29.26,17.38
beauty,6,97.2,114.57,17.37
snacks,16,60.8,78.14,17.34
life,10,13.5,30.83,17.33
beauty,4,38.64,55.96,17.32
snacks,103,345,362.31,17.31
beauty,3,37.8,55.07,17.27
snacks,5,55.95,73.22,17.27
beauty,1,66,83.25,17.25
life,7,9.17,26.41,17.24
life,4,21.72,38.96,17.24
beauty,12,8.52,25.75,17.23
beauty,1,26.78,43.99,17.21
beauty,1,26.78,43.99,17.21
beauty,1,28.02,45.19,17.17
snacks,13,73.4,90.53,17.13
beauty,13,7.8,24.89,17.09
beauty,5,42.25,59.33,17.08
beauty,2,30.46,47.52,17.06
life,3,12.93,29.97,17.04
snacks,12,54,71.02,17.02
beauty,20,109.4,126.42,17.02
appliances,29,0,17,17
beauty,3,105,121.99,16.99
beauty,1,28,44.99,16.99
beauty,1,33,49.99,16.99
beauty,2,35,51.98,16.98
maternal,2,21.02,37.98,16.96
snacks,23,27.83,44.77,16.94
life,15,8.41,25.35,16.94
life,8,7.92,24.82,16.9
beauty,11,72.6,89.47,16.87
beauty,7,23.01,39.84,16.83
life,3,70.14,86.97,16.83
beauty,5,108,124.78,16.78
life,3,9.6,26.37,16.77
life,11,10.12,26.89,16.77
life,5,16.2,32.95,16.75
beauty,4,33.92,50.66,16.74
life,25,9,25.73,16.73
life,6,8.94,25.67,16.73
life,4,9.04,25.75,16.71
life,3,18.42,35.08,16.66
beauty,3,33,49.63,16.63
appliances,3,28.35,44.97,16.62
life,6,9.42,26.04,16.62
beauty,2,26.16,42.75,16.61
beauty,4,30.56,47.16,16.6
snacks,43,43,59.59,16.59
beauty,2,36,52.57,16.57
life,12,6.96,23.5,16.54
beauty,19,30.78,47.31,16.53
beauty,4,172.29,188.81,16.52
life,12,20.04,36.54,16.5
life,3,11.37,27.87,16.5
snacks,8,163.12,179.62,16.5
life,75,169.3,185.79,16.49
life,3,22.5,38.97,16.47
beauty,3,53.85,70.31,16.46
beauty,1,30.51,46.97,16.46
beauty,5,32.5,48.96,16.46
snacks,41,49.25,65.67,16.42
beauty,6,54,70.41,16.41
snacks,24,144,160.4,16.4
life,15,6.9,23.28,16.38
beauty,2,33.9,50.23,16.33
beauty,2,35.08,51.4,16.32
snacks,21,79.8,96.09,16.29
beauty,2,28.8,45.05,16.25
beauty,3,21.57,37.82,16.25
beauty,1,73.8,89.99,16.19
beauty,2,29.4,45.58,16.18
beauty,2,17.8,33.98,16.18
beauty,10,104.65,120.82,16.17
life,7,90.72,106.88,16.16
beauty,1,132.33,148.49,16.16
life,6,7.8,23.94,16.14
beauty,7,91,107.13,16.13
life,5,5.4,21.52,16.12
beauty,3,38.97,55.07,16.1
beauty,2,27.82,43.9,16.08
life,9,9.79,25.85,16.06
beauty,4,9.2,25.25,16.05
life,4,7.92,23.96,16.04
beauty,8,8.8,24.82,16.02
beauty,2,17.98,33.98,16
life,8,9.12,25.12,16
beauty,9,71.91,87.91,16
beauty,2,29.98,45.98,16
beauty,2,27.98,43.98,16
beauty,2,29.98,45.98,16
life,1,32,47.99,15.99
life,28,29.16,45.15,15.99
beauty,6,384,399.99,15.99
beauty,7,35.7,51.69,15.99
life,2,26,41.98,15.98
beauty,5,90,105.98,15.98
beauty,2,40,55.98,15.98
appliances,2,16,31.98,15.98
beauty,2,64,79.98,15.98
appliances,1,11.03,27,15.97
beauty,10,140,155.96,15.96
life,4,24,39.96,15.96
beauty,3,29.25,45.18,15.93
life,2,31.56,47.48,15.92
life,3,7.53,23.45,15.92
snacks,561,395.54,411.44,15.91
life,26,9.64,25.54,15.9
life,4,7.88,23.76,15.88
beauty,1,24.15,39.99,15.84
beauty,2,24.14,39.98,15.84
life,4,8.04,23.87,15.83
snacks,20,70,85.82,15.82
life,4,9.88,25.7,15.82
life,9,7.83,23.65,15.82
snacks,20,44,59.81,15.81
beauty,4,27.2,43.01,15.81
beauty,2,39.6,55.39,15.79
life,15,7.8,23.59,15.79
life,1,9.22,24.99,15.77
life,13,10.14,25.87,15.73
beauty,3,42.57,58.3,15.73
maternal,5,71.69,87.39,15.7
beauty,6,25.2,40.89,15.69
life,3,82.89,98.57,15.68
beauty,1,12.33,27.99,15.66
life,10,10.1,25.73,15.63
beauty,2,24.36,39.98,15.62
beauty,5,22.75,38.36,15.61
beauty,5,65.84,81.45,15.61
life,8,8.88,24.49,15.61
beauty,10,138.5,154.08,15.58
beauty,2,32.4,47.98,15.58
beauty,5,8.9,24.45,15.55
beauty,4,36.76,52.31,15.55
life,7,12.39,27.92,15.53
beauty,8,86.4,101.92,15.52
beauty,3,134.46,149.97,15.51
life,15,7.05,22.55,15.5
beauty,1,24.49,39.99,15.5
snacks,847,1355.2,1370.69,15.49
appliances,1,45.72,61.21,15.49
life,6,20.4,35.88,15.48
beauty,2,39.6,55.08,15.48
life,4,12.48,27.96,15.48
beauty,8,42.49,57.97,15.48
beauty,3,40.5,55.97,15.47
life,6,7.5,22.97,15.47
life,17,8.16,23.62,15.46
life,3,4.32,19.77,15.45
appliances,2,9.24,24.68,15.44
life,6,14.04,29.48,15.44
life,11,7.26,22.64,15.38
beauty,2,37.8,53.18,15.38
snacks,35,181.23,196.6,15.37
beauty,5,58.25,73.61,15.36
life,33,13.86,29.22,15.36
life,6,9.6,24.95,15.35
appliances,2,34.66,49.96,15.3
beauty,4,74,89.3,15.3
beauty,2,55.7,70.99,15.29
life,17,9.35,24.62,15.27
beauty,6,53.22,68.47,15.25
beauty,6,36,51.24,15.24
beauty,7,46.73,61.93,15.2
beauty,10,106.68,121.88,15.2
life,4,14.68,29.88,15.2
simple,2,34.8,49.98,15.18
beauty,2,40.8,55.98,15.18
beauty,2,45.6,60.78,15.18
snacks,60,60,75.17,15.17
life,6,14.22,29.39,15.17
beauty,10,98.4,113.55,15.15
beauty,1,39.6,54.75,15.15
beauty,8,16.4,31.52,15.12
beauty,4,33.6,48.72,15.12
life,16,8.96,24.07,15.11
beauty,5,90,105.11,15.11
beauty,2,67.68,82.78,15.1
life,16,27.2,42.29,15.09
snacks,24,39.6,54.65,15.05
snacks,22,50.6,65.65,15.05
life,2,30.54,45.58,15.04
appliances,30,0,15,15
life,5,29.4,44.4,15
maternal,1,20.99,35.99,15
life,4,8.96,23.96,15
appliances,1,57,71.99,14.99
beauty,1,33,47.99,14.99
appliances,1,10,24.99,14.99
beauty,2,30,44.98,14.98
beauty,2,60,74.98,14.98
life,12,18.96,33.93,14.97
life,3,25.9,40.83,14.93
appliances,1,182.2,197.1,14.9
beauty,33,419.43,434.33,14.9
beauty,6,28.98,43.82,14.84
life,24,33.84,48.67,14.83
life,21,6.72,21.53,14.81
life,2,8.17,22.97,14.8
beauty,2,31.2,45.98,14.78
beauty,2,43.2,57.98,14.78
life,9,8.28,23.06,14.78
appliances,1,124.72,139.5,14.78
maternal,3,30,44.77,14.77
snacks,24,76.56,91.33,14.77
life,1,5.22,19.99,14.77
appliances,2,52.22,66.98,14.76
life,3,12.13,26.88,14.75
beauty,6,135.2,149.94,14.74
beauty,18,252,266.72,14.72
life,5,9.75,24.46,14.71
beauty,1,34.29,48.99,14.7
beauty,5,51.58,66.27,14.69
beauty,5,70,84.67,14.67
life,19,32.97,47.64,14.67
life,2,12.52,27.17,14.65
life,2,25.34,39.98,14.64
beauty,3,34.5,49.14,14.64
beauty,7,304.84,319.43,14.59
beauty,6,118.8,133.39,14.59
beauty,9,81,95.59,14.59
beauty,5,73.5,88.08,14.58
beauty,3,57.6,72.17,14.57
beauty,13,18.3,32.86,14.56
appliances,6,18.9,33.43,14.53
beauty,10,80,94.51,14.51
life,11,7.01,21.49,14.48
life,5,12.9,27.38,14.48
life,4,25.48,39.96,14.48
maternal,4,86.2,100.67,14.47
life,6,8.88,23.34,14.46
beauty,5,18,32.45,14.45
beauty,5,48,62.45,14.45
life,1,44.59,58.99,14.4
snacks,37,140.6,154.99,14.39
beauty,1,50.4,64.79,14.39
snacks,8,33.04,47.32,14.36
life,2,71.6,85.92,14.32
beauty,2,29.72,43.98,14.26
life,7,7.28,21.54,14.26
life,3,15.72,29.97,14.25
life,1,15.75,29.98,14.23
life,24,6.48,20.71,14.23
beauty,26,112.84,127.03,14.19
beauty,4,103.2,117.39,14.19
beauty,2,25.68,39.86,14.18
life,9,10.08,24.23,14.15
life,2,14.04,28.19,14.15
beauty,4,32.77,46.91,14.14
beauty,3,48,62.13,14.13
life,2,11.78,25.89,14.11
beauty,13,39,53.1,14.1
life,3,98.64,112.72,14.08
life,12,21.72,35.78,14.06
beauty,4,34,48.06,14.06
snacks,16,43.2,57.26,14.06
beauty,8,57.6,71.66,14.06
beauty,5,48,62.05,14.05
beauty,1,31.85,45.9,14.05
life,10,14.7,28.73,14.03
snacks,119,238,252.03,14.03
beauty,2,38.95,52.97,14.02
beauty,8,24,38.02,14.02
beauty,9,7.65,21.67,14.02
beauty,2,29.98,43.98,14
beauty,7,105,119,14
appliances,18,0,14,14
beauty,1,10,23.99,13.99
beauty,1,28,41.99,13.99
beauty,1,36,49.99,13.99
beauty,2,24,37.98,13.98
beauty,2,26,39.96,13.96
snacks,41,99.7,113.66,13.96
life,17,29.41,43.35,13.94
life,2,19.04,32.98,13.94
beauty,5,40,53.93,13.93
beauty,8,24,37.92,13.92
life,11,8.25,22.15,13.9
beauty,24,12,25.89,13.89
life,2,7.1,20.98,13.88
beauty,14,414.02,427.9,13.88
life,9,13.14,27.01,13.87
beauty,4,88.8,102.67,13.87
life,3,2.82,16.65,13.83
beauty,1,31.2,44.99,13.79
life,7,39.34,53.13,13.79
beauty,11,118.8,132.58,13.78
beauty,2,16.2,29.98,13.78
life,5,33.2,46.96,13.76
beauty,6,68.94,82.68,13.74
life,1,26.25,39.99,13.74
life,3,7.26,20.97,13.71
life,3,5.46,19.16,13.7
beauty,5,8.25,21.95,13.7
snacks,24,24,37.68,13.68
beauty,16,31.84,45.48,13.64
snacks,27,54,67.64,13.64
life,4,10.32,23.96,13.64
beauty,2,32,45.58,13.58
snacks,42,91,104.58,13.58
snacks,28,64.4,77.97,13.57
snacks,118,363,376.57,13.57
beauty,3,115.98,129.55,13.57
beauty,3,39.6,53.17,13.57
life,2,13.58,27.15,13.57
maternal,25,46,59.57,13.57
life,1,11.74,25.29,13.55
maternal,87,168.78,182.33,13.55
appliances,1,175.39,188.88,13.49
life,4,25.48,38.96,13.48
beauty,9,85.5,98.97,13.47
life,5,24.5,37.96,13.46
life,5,8.35,21.81,13.46
beauty,2,43.2,56.63,13.43
appliances,2,50.56,63.98,13.42
maternal,7,40.11,53.53,13.42
beauty,1,46.08,59.49,13.41
beauty,10,110,123.4,13.4
beauty,15,8.4,21.76,13.36
life,3,26.58,39.94,13.36
beauty,3,48.8,62.13,13.33
beauty,29,116,129.33,13.33
life,4,92,105.26,13.26
appliances,1,26.78,39.99,13.21
snacks,24,48,61.2,13.2
maternal,12,64.8,77.98,13.18
beauty,3,19.8,32.97,13.17
beauty,3,28.8,41.97,13.17
life,12,6.36,19.51,13.15
life,6,7.62,20.77,13.15
beauty,9,86.4,99.5,13.1
beauty,3,7.89,20.97,13.08
life,4,25.2,38.28,13.08
snacks,95,361,374.05,13.05
beauty,5,47.1,60.14,13.04
life,1,25,37.99,12.99
snacks,25,37.5,50.48,12.98
beauty,8,80,92.98,12.98
life,6,6.78,19.74,12.96
snacks,178,356,368.96,12.96
beauty,5,27.04,39.95,12.91
beauty,14,239.4,252.31,12.91
life,11,7.7,20.6,12.9
beauty,4,189.6,202.49,12.89
life,2,27,39.89,12.89
life,8,6.64,19.53,12.89
life,6,5.67,18.55,12.88
beauty,4,48,60.88,12.88
beauty,2,37.11,49.98,12.87
life,10,16.9,29.77,12.87
beauty,3,30.6,43.47,12.87
beauty,2,21.14,33.98,12.84
life,7,6.44,19.25,12.81
snacks,35,238,250.81,12.81
snacks,22,154,166.8,12.8
life,4,12.92,25.7,12.78
maternal,3,37.77,50.55,12.78
beauty,15,279,291.78,12.78
beauty,2,19.2,31.98,12.78
beauty,3,36.21,48.98,12.77
life,4,19.2,31.96,12.76
life,4,9.6,22.35,12.75
beauty,8,33.6,46.35,12.75
beauty,4,42,54.74,12.74
appliances,20,140,152.73,12.73
life,2,15.26,27.98,12.72
snacks,85,308,320.71,12.71
beauty,5,24,36.65,12.65
life,22,8.36,21,12.64
life,2,9.38,21.98,12.6
appliances,8,56,68.6,12.6
beauty,2,195.98,208.57,12.59
beauty,14,133,145.58,12.58
beauty,10,150,162.58,12.58
life,7,7,19.58,12.58
beauty,2,14,26.58,12.58
beauty,2,36,48.58,12.58
beauty,15,28.04,40.59,12.57
beauty,15,85.53,98.06,12.56
life,8,7.36,19.9,12.54
beauty,4,91,103.52,12.52
maternal,6,96.26,108.78,12.52
beauty,9,54,66.5,12.5
snacks,12,54,66.48,12.48
life,18,5.04,17.52,12.48
life,15,25.65,38.12,12.47
snacks,9,20.7,33.11,12.41
life,3,8.58,20.97,12.39
beauty,2,15.6,27.98,12.38
life,2,8.6,20.98,12.38
life,8,4.48,16.85,12.37
snacks,43,179.31,191.68,12.37
snacks,40,180,192.36,12.36
maternal,3,48.85,61.18,12.33
beauty,1,20.66,32.99,12.33
life,10,3.8,16.11,12.31
beauty,11,30.8,43.1,12.3
beauty,2,13.66,25.96,12.3
beauty,1,30,42.29,12.29
life,18,6.12,18.4,12.28
beauty,7,93,105.26,12.26
appliances,1,132.28,144.5,12.23
beauty,2,29.98,42.18,12.2
beauty,1,19.8,31.99,12.19
beauty,4,79.2,91.39,12.19
appliances,1,27.81,39.99,12.18
appliances,2,7.8,19.96,12.16
beauty,4,34.6,46.76,12.16
life,7,28,40.15,12.15
appliances,1,17.85,29.99,12.14
beauty,2,19.78,31.9,12.12
